Subscription,SubscriptionEndDate,SKU,Product,RatePlan,ChargeNumber,LocationID,MarketCode,CategoryCode
A-S00206335,2020-12-29,SKU-00000034,Featured Vendor,Featured Vendor | NJ-South | Reception Venues,C-01525740,8D446403-55D2-E411-9075-005056881833,209,REC
A-S00206335,2020-12-29,SKU-00000034,Featured Vendor,Featured Vendor | PA-Philadelphia | Reception Venues,C-01525741,8D446403-55D2-E411-9075-005056881833,021,REC
A-S00206335,2020-12-29,SKU-00000092,Storefront,Storefront | NJ-South | Reception Venues,C-01525739,8D446403-55D2-E411-9075-005056881833,209,REC
A-S00206335,2020-12-29,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Reception Venues,C-01525742,8D446403-55D2-E411-9075-005056881833,021,REC
A-S00206349,2020-12-13,SKU-00000092,Storefront,Storefront | HI-Hawaii | Beauty,C-01525763,2A2E2938-2C49-445B-8C76-97E5B283DC8E,195,BEA
A-S00206351,2020-12-13,SKU-00000092,Storefront,Storefront | CA-San Diego | Photo Booths,C-01525772,8E798B94-E536-444C-AB86-1DBF751D6777,050,PHB
A-S00206353,2020-12-12,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | PA-Pittsburgh | Caterers,C-01525775,CE6C46BF-F182-4E5C-8E84-004D457976A8,117,CAT
A-S00206353,2020-12-12,SKU-00000092,Storefront,Storefront | PA-Pittsburgh | Caterers,C-01525774,CE6C46BF-F182-4E5C-8E84-004D457976A8,117,CAT
A-S00206358,2020-12-06,SKU-00000034,Featured Vendor,Featured Vendor | MI-Grand Rpds/Northern | Reception Venues,C-01525789,F59CED69-2246-E311-8AA0-0050568849EA,186,REC
A-S00206358,2020-12-06,SKU-00000092,Storefront,Storefront | MI-Grand Rpds/Northern | Reception Venues,C-01525788,F59CED69-2246-E311-8AA0-0050568849EA,186,REC
A-S00206362,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | TX-Austin | Videographers,C-01548711,0148C3AA-4289-43B3-BDC8-6F34EE307003,191,VID
A-S00206362,2020-12-13,SKU-00000092,Storefront,Storefront | TX-Austin | Videographers,C-01548710,0148C3AA-4289-43B3-BDC8-6F34EE307003,191,VID
A-S00206408,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | OH-Cincinnati | Caterers,C-01525912,B05334F3-4F6B-48C9-B2B3-6F38BFF524E5,035,CAT
A-S00206408,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | OH-Cincinnati | Shower+Party Venues,C-01525910,B05334F3-4F6B-48C9-B2B3-6F38BFF524E5,035,SPV
A-S00206408,2020-12-14,SKU-00000092,Storefront,Storefront | OH-Cincinnati | Caterers,C-01525911,B05334F3-4F6B-48C9-B2B3-6F38BFF524E5,035,CAT
A-S00206408,2020-12-14,SKU-00000092,Storefront,Storefront | OH-Cincinnati | Shower+Party Venues,C-01525909,B05334F3-4F6B-48C9-B2B3-6F38BFF524E5,035,SPV
A-S00206414,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | TX-Houston | Wedding Photographers,C-01525919,B183950F-0FF8-4D98-A1F9-4BE37B407CA4,183,WPH
A-S00206427,2020-12-14,SKU-00000092,Storefront,Storefront | TX-West Texas | Beauty,C-01525954,C212B6F5-CA46-4666-B2A7-566498F1A1F3,268,BEA
A-S00206432,2020-12-13,SKU-00000092,Storefront,Storefront | NY-Outer Boroughs | Photo Booths,C-01525962,3E134E82-850A-493A-B0CC-AC6E3D34C366,291,PHB
A-S00206438,2020-12-13,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | PA-Pittsburgh | Rentals,C-01525978,79978E9F-E35A-49A1-8817-051F2BF66D1B,117,RNT
A-S00206438,2020-12-13,SKU-00000092,Storefront,Storefront | PA-Pittsburgh | Rentals,C-01525977,79978E9F-E35A-49A1-8817-051F2BF66D1B,117,RNT
A-S00206447,2020-12-14,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Dance Lessons,C-01525998,730A8AF1-8730-4757-B48E-359C340C58E5,021,DNC
A-S00206459,2020-12-13,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Wedding Planners,C-01526032,EC900E4E-D83A-4888-99A5-2506AE3E8528,017,PLN
A-S00206459,2020-12-13,SKU-00000092,Storefront,Storefront | MD-Baltimore | Wedding Planners,C-01526034,EC900E4E-D83A-4888-99A5-2506AE3E8528,030,PLN
A-S00206466,2020-12-06,SKU-00000092,Storefront,Storefront | NV-Las Vegas/Southern NV | Reception Venues,C-01526049,6AD12F4D-9172-E411-8C67-0050568849EA,119,REC
A-S00206479,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | NC-North Carolina | Beauty,C-01526083,D9868DF2-7861-450F-8486-E9067ACE3D14,107,BEA
A-S00206479,2020-12-14,SKU-00000092,Storefront,Storefront | NC-North Carolina | Beauty,C-01526082,D9868DF2-7861-450F-8486-E9067ACE3D14,107,BEA
A-S00206480,2020-12-21,SKU-00000086,Preferred Position,Preferred Position | CA-Orange County | Reception Venues,C-01526084,62B13A4C-17F2-4376-B71D-1948F654CF61,042,REC
A-S00206480,2020-12-21,SKU-00000092,Storefront,Storefront | CA-Orange County | Reception Venues,C-01526085,62B13A4C-17F2-4376-B71D-1948F654CF61,042,REC
A-S00206502,2020-12-14,SKU-00000092,Storefront,Storefront | CA-San Diego | Rentals,C-01526141,F9F2C92D-91E0-44EF-944A-8E6BD69F2884,050,RNT
A-S00206503,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | VA-Virginia | Wedding Photographers,C-01526143,740B159E-7AD4-4B3C-BE49-9A0C6B9774AE,192,WPH
A-S00206503,2020-12-14,SKU-00000092,Storefront,Storefront | VA-Virginia | Wedding Photographers,C-01526142,740B159E-7AD4-4B3C-BE49-9A0C6B9774AE,192,WPH
A-S00206504,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | SC-South Carolina | DJs,C-01526144,F74640EE-CF79-4D5D-83AF-FB697CC3F750,188,DJS
A-S00206504,2020-12-14,SKU-00000092,Storefront,Storefront | SC-South Carolina | DJs,C-01526145,F74640EE-CF79-4D5D-83AF-FB697CC3F750,188,DJS
A-S00206506,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | NC-North Carolina | DJs,C-01526148,CBFA73D7-F2FE-4C86-973C-A942B4DE0378,107,DJS
A-S00206506,2020-12-14,SKU-00000092,Storefront,Storefront | NC-North Carolina | DJs,C-01526147,CBFA73D7-F2FE-4C86-973C-A942B4DE0378,107,DJS
A-S00206513,2020-12-14,SKU-00000092,Storefront,Storefront | TX-Houston | Beauty,C-01526157,AE9FA8EE-0BD9-402C-B6C8-55F940F1A220,183,BEA
A-S00206520,2020-12-21,SKU-00000039,Full Page Preferred Position,Full Page Preferred Position | MN-Minnesota | Reception Venues,C-01526175,0184EDC2-239D-E511-995E-0050568849EA,004,REC
A-S00206520,2020-12-21,SKU-00000092,Storefront,Storefront | MN-Minnesota | Reception Venues,C-01526174,0184EDC2-239D-E511-995E-0050568849EA,004,REC
A-S00206532,2020-12-14,SKU-00000092,Storefront,Storefront | TX-San Antonio | Beauty,C-01526214,2ED8AD17-18C7-4D70-803F-29ACE28354C1,180,BEA
A-S00206538,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Fran/Bay Area | Wedding Planners,C-01526231,E0092870-661C-41B4-9055-8A9673E65DC8,012,PLN
A-S00206538,2020-12-13,SKU-00000092,Storefront,Storefront | CA-San Fran/Bay Area | Wedding Planners,C-01526230,E0092870-661C-41B4-9055-8A9673E65DC8,012,PLN
A-S00206546,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | FL-South | Beauty,C-01526244,45A86B4B-7CC5-4C71-B50B-8276C5A6C078,065,BEA
A-S00206546,2020-12-14,SKU-00000092,Storefront,Storefront | FL-South | Beauty,C-01526243,45A86B4B-7CC5-4C71-B50B-8276C5A6C078,065,BEA
A-S00206552,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | CA-Los Angeles | Beauty,C-01526256,5A3BD4CB-0BE9-4917-AA5B-F02A3FC56DA0,084,BEA
A-S00206552,2020-12-13,SKU-00000092,Storefront,Storefront | CA-Los Angeles | Beauty,C-01526255,5A3BD4CB-0BE9-4917-AA5B-F02A3FC56DA0,084,BEA
A-S00206578,2020-12-14,SKU-00000092,Storefront,Storefront | TN-Tennessee | DJs,C-01526327,F12A7492-2E5E-497E-8EA6-4A4DB842D263,190,DJS
A-S00206583,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | IL-Chicago | Caterers,C-01526333,C69A10A1-58DC-E111-8BEC-78E3B50834E7,045,CAT
A-S00206583,2020-12-14,SKU-00000092,Storefront,Storefront | IL-Chicago | Caterers,C-01526332,C69A10A1-58DC-E111-8BEC-78E3B50834E7,045,CAT
A-S00206609,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | CO-Colorado | Wedding Photographers,C-01526393,E0B3EC1E-1CEE-49A2-8173-DEFCEE96B794,020,WPH
A-S00206609,2020-12-14,SKU-00000092,Storefront,Storefront | CO-Colorado | Wedding Photographers,C-01526392,E0B3EC1E-1CEE-49A2-8173-DEFCEE96B794,020,WPH
A-S00206625,2020-12-21,SKU-00000092,Storefront,Storefront | NY-Hudson Valley | Wedding Photographers,C-01526424,988C7E73-FBDB-E111-8BEC-78E3B50834E7,074,WPH
A-S00206627,2020-12-14,SKU-00000092,Storefront,Storefront | MT-Montana | Wedding Planners,C-01526427,C5E9A7C8-2F1D-4494-93F9-62178AD51D19,231,PLN
A-S00206634,2020-12-14,SKU-00000086,Preferred Position,Preferred Position | CA-Sacramento/Tahoe/Reno | Wedding Photographers,C-01526439,E6878128-76E0-4737-99DF-F4FD13DE88ED,271,WPH
A-S00206634,2020-12-14,SKU-00000092,Storefront,Storefront | CA-Sacramento/Tahoe/Reno | Wedding Photographers,C-01526438,E6878128-76E0-4737-99DF-F4FD13DE88ED,271,WPH
A-S00206638,2020-12-15,SKU-00000034,Featured Vendor,Featured Vendor | CT-Connecticut | Officiants+Premarital Counseling,C-01526454,EC2346F2-9037-49D6-B325-2AEC751C8BE1,051,OPC
A-S00206638,2020-12-15,SKU-00000092,Storefront,Storefront | CT-Connecticut | Officiants+Premarital Counseling,C-01526453,EC2346F2-9037-49D6-B325-2AEC751C8BE1,051,OPC
A-S00206640,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | MI-Detroit | Photo Booths,C-01526459,B5B885F9-418D-47A7-81E9-61C28B68F059,044,PHB
A-S00206640,2020-12-14,SKU-00000092,Storefront,Storefront | MI-Detroit | Photo Booths,C-01526458,B5B885F9-418D-47A7-81E9-61C28B68F059,044,PHB
A-S00206643,2020-12-14,SKU-00000092,Storefront,Storefront | UT-Utah | Wedding Planners,C-01526465,81E9211C-F6A6-450F-87E6-AE42ABA13409,214,PLN
A-S00206651,2020-12-14,SKU-00000092,Storefront,Storefront | NY-Long Island | Wedding Photographers,C-01526476,33EDD354-290D-4E49-AE72-501B344BF240,182,WPH
A-S00206663,2020-12-15,SKU-00000092,Storefront,Storefront | NJ-South | Favors+Gifts,C-01526504,E976566B-E527-44A7-8919-1986E3D28C86,209,FAV
A-S00206668,2020-12-14,SKU-00000092,Storefront,Storefront | CA-Orange County | Wedding Photographers,C-01526512,F586ECB5-3D88-4278-BE26-F390EB5C6962,042,WPH
A-S00206669,2020-12-14,SKU-00000092,Storefront,Storefront | NC-North Carolina | Wedding Photographers,C-01526513,BA9C50D0-4114-48C4-8831-8195EC3548A1,107,WPH
A-S00206682,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | PA-Pittsburgh | Wedding Photographers,C-01526536,F3C8F860-EBF5-4C0D-AF28-9A03BCB0C9AC,117,WPH
A-S00206682,2020-12-14,SKU-00000092,Storefront,Storefront | PA-Pittsburgh | Wedding Photographers,C-01526535,F3C8F860-EBF5-4C0D-AF28-9A03BCB0C9AC,117,WPH
A-S00206685,2020-12-14,SKU-00000024,Bridal Salon Referral Program-Bridal Party - Storefront,Bridal Salon Referral Program-Bridal Party - Storefront | TX-San Antonio | Bridal Salons,C-01526543,4DA19C4B-E137-488A-AC38-68A2BFCDE98E,180,BWP
A-S00206693,2020-12-14,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | IL-Chicago | Ensembles+Soloists,C-01526558,C2710B3C-18D9-4C52-9223-1D73A5244089,045,ENS
A-S00206693,2020-12-14,SKU-00000092,Storefront,Storefront | IL-Chicago | Ensembles+Soloists,C-01526557,C2710B3C-18D9-4C52-9223-1D73A5244089,045,ENS
A-S00206701,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | CA-Los Angeles | Videographers,C-01526583,C033F278-B5F9-40F1-B0A4-C74B4412F128,084,VID
A-S00206701,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | CA-Orange County | Videographers,C-01526585,C033F278-B5F9-40F1-B0A4-C74B4412F128,042,VID
A-S00206701,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Diego | Videographers,C-01526590,C033F278-B5F9-40F1-B0A4-C74B4412F128,050,VID
A-S00206701,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | CA-Santa Barbara/Ventura | Videographers,C-01526588,C033F278-B5F9-40F1-B0A4-C74B4412F128,272,VID
A-S00206701,2020-12-14,SKU-00000092,Storefront,Storefront | CA-Los Angeles | Videographers,C-01526582,C033F278-B5F9-40F1-B0A4-C74B4412F128,084,VID
A-S00206701,2020-12-14,SKU-00000092,Storefront,Storefront | CA-Orange County | Videographers,C-01526584,C033F278-B5F9-40F1-B0A4-C74B4412F128,042,VID
A-S00206701,2020-12-14,SKU-00000092,Storefront,Storefront | CA-Palm Springs | Videographers,C-01526586,C033F278-B5F9-40F1-B0A4-C74B4412F128,273,VID
A-S00206701,2020-12-14,SKU-00000092,Storefront,Storefront | CA-San Diego | Videographers,C-01526589,C033F278-B5F9-40F1-B0A4-C74B4412F128,050,VID
A-S00206701,2020-12-14,SKU-00000092,Storefront,Storefront | CA-Santa Barbara/Ventura | Videographers,C-01526587,C033F278-B5F9-40F1-B0A4-C74B4412F128,272,VID
A-S00206715,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Fran/Bay Area | Bar Services,C-01526614,3FCCB1D7-A673-444D-9994-6726D4C216B9,012,BAR
A-S00206715,2020-12-14,SKU-00000092,Storefront,Storefront | CA-San Fran/Bay Area | Bar Services,C-01526615,3FCCB1D7-A673-444D-9994-6726D4C216B9,012,BAR
A-S00206716,2020-12-14,SKU-00000092,Storefront,Storefront | WV-West Virginia | Wedding Photographers,C-01526616,6DE5E925-7853-456E-81AF-8A36518812F3,213,WPH
A-S00206726,2020-12-14,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | UT-Utah | Reception Venues,C-01526632,A56FE16C-66CC-46B4-A9BC-994A0B3A6ECB,214,REC
A-S00206726,2020-12-14,SKU-00000092,Storefront,Storefront | UT-Utah | Reception Venues,C-01526631,A56FE16C-66CC-46B4-A9BC-994A0B3A6ECB,214,REC
A-S00206740,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Diego | Beauty,C-01526660,4F0988AD-D17B-46A1-84F5-28CEF1FC6A1C,050,BEA
A-S00206740,2020-12-14,SKU-00000092,Storefront,Storefront | CA-San Diego | Beauty,C-01526659,4F0988AD-D17B-46A1-84F5-28CEF1FC6A1C,050,BEA
A-S00206767,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | CA-Los Angeles | Wedding Bands,C-01526695,12B6527E-49AA-47CC-9E2C-CEB78A4B6709,084,BDS
A-S00206779,2020-12-12,SKU-00000086,Preferred Position,Preferred Position | TX-Dallas | Reception Venues,C-01526717,9B45C773-9C77-4AC0-B4A6-810E757C1D0B,006,REC
A-S00206779,2020-12-12,SKU-00000092,Storefront,Storefront | TX-Dallas | Reception Venues,C-01526716,9B45C773-9C77-4AC0-B4A6-810E757C1D0B,006,REC
A-S00206786,2020-12-27,SKU-00000092,Storefront,Storefront | CT-Connecticut | Bridal Salons,C-01526729,800CBDED-CEA4-4B1E-9F0A-118EEF330743,051,BWP
A-S00206839,2020-12-11,SKU-00000092,Storefront,Storefront | TX-Dallas | Reception Venues,C-01526802,3BA4A51B-34B7-47F5-B791-66269E39F9C6,006,REC
A-S00206869,2020-12-17,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | DC-DC/MD/Northern VA | Bar Services,C-01526859,E73DD952-2390-4FFC-B438-3634172D4CC7,017,BAR
A-S00206869,2020-12-17,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | DC-DC/MD/Northern VA | Rentals,C-01526857,E73DD952-2390-4FFC-B438-3634172D4CC7,017,RNT
A-S00206869,2020-12-17,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | VA-Virginia | Bar Services,C-01526863,E73DD952-2390-4FFC-B438-3634172D4CC7,192,BAR
A-S00206869,2020-12-17,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | VA-Virginia | Rentals,C-01526861,E73DD952-2390-4FFC-B438-3634172D4CC7,192,RNT
A-S00206869,2020-12-17,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Bar Services,C-01526858,E73DD952-2390-4FFC-B438-3634172D4CC7,017,BAR
A-S00206869,2020-12-17,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Rentals,C-01526856,E73DD952-2390-4FFC-B438-3634172D4CC7,017,RNT
A-S00206869,2020-12-17,SKU-00000092,Storefront,Storefront | VA-Virginia | Bar Services,C-01526862,E73DD952-2390-4FFC-B438-3634172D4CC7,192,BAR
A-S00206869,2020-12-17,SKU-00000092,Storefront,Storefront | VA-Virginia | Rentals,C-01526860,E73DD952-2390-4FFC-B438-3634172D4CC7,192,RNT
A-S00206949,2020-12-14,SKU-00000092,Storefront,Storefront | PA-Central | Videographers,C-01527014,F3F429EC-35EF-4B3D-85E9-17F21A1B2321,031,VID
A-S00207042,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | MN-Minnesota | Wedding Photographers,C-01527197,137992FE-C43A-4E32-88D2-5D723CD24DFE,004,WPH
A-S00207042,2020-12-14,SKU-00000092,Storefront,Storefront | MN-Minnesota | Wedding Photographers,C-01527196,137992FE-C43A-4E32-88D2-5D723CD24DFE,004,WPH
A-S00207044,2020-12-17,SKU-00000092,Storefront,Storefront | NJ-South | Officiants+Premarital Counseling,C-01527200,9902832E-6161-4978-90AF-68CC9D72F134,209,OPC
A-S00207416,2020-12-17,SKU-00000086,Preferred Position,Preferred Position | NC-North Carolina | Reception Venues,C-01527869,94EAE0F4-2690-4B96-9B82-3F8A59B6A5DD,107,REC
A-S00207416,2020-12-17,SKU-00000092,Storefront,Storefront | NC-North Carolina | Reception Venues,C-01527868,94EAE0F4-2690-4B96-9B82-3F8A59B6A5DD,107,REC
A-S00207559,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | OH-Cincinnati | Beauty,C-01528159,BF45F26D-9F38-488C-A8C5-14CD15696CE5,035,BEA
A-S00207559,2020-12-17,SKU-00000092,Storefront,Storefront | OH-Cincinnati | Beauty,C-01528158,BF45F26D-9F38-488C-A8C5-14CD15696CE5,035,BEA
A-S00207568,2020-12-17,SKU-00000092,Storefront,Storefront | FL-Northern | Wedding Photographers,C-01528180,89D03D4A-30B8-475A-81E8-F2B69A39EBE1,109,WPH
A-S00207665,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Fran/Bay Area | Beauty,C-01528363,7B4CDEB4-9AA4-49A5-AECE-C2A6A188F55B,012,BEA
A-S00207665,2020-12-17,SKU-00000092,Storefront,Storefront | CA-San Fran/Bay Area | Beauty,C-01528362,7B4CDEB4-9AA4-49A5-AECE-C2A6A188F55B,012,BEA
A-S00207715,2020-12-14,SKU-00000092,Storefront,Storefront | CA-Orange County | Decor,C-01528446,A45781B9-7478-4E0A-9A6F-6990ADD46F2D,042,DEC
A-S00207732,2020-12-17,SKU-00000092,Storefront,Storefront | FL-Northern | Officiants+Premarital Counseling,C-01528475,4051C34A-26EB-4C5D-BF5C-3EF3711D4137,109,OPC
A-S00207964,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | CA-Los Angeles | Florists,C-01528878,1284D1C7-92F3-44EB-83E2-6C08E6729E41,084,FLO
A-S00207964,2020-12-17,SKU-00000092,Storefront,Storefront | CA-Los Angeles | Florists,C-01528877,1284D1C7-92F3-44EB-83E2-6C08E6729E41,084,FLO
A-S00207987,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | TN-Tennessee | Reception Venues,C-01528916,675648FA-DE9D-4842-A749-FF84F83CC3FD,190,REC
A-S00207987,2020-12-17,SKU-00000092,Storefront,Storefront | TN-Tennessee | Reception Venues,C-01528915,675648FA-DE9D-4842-A749-FF84F83CC3FD,190,REC
A-S00208022,2020-12-16,SKU-00000034,Featured Vendor,Featured Vendor | CA-Central CA | Beauty,C-01528969,7875D182-2699-E511-995E-0050568849EA,027,BEA
A-S00208022,2020-12-16,SKU-00000092,Storefront,Storefront | CA-Central CA | Beauty,C-01528970,7875D182-2699-E511-995E-0050568849EA,027,BEA
A-S00208075,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Diego | Wedding Planners,C-01529247,F351ABEE-E8B2-48F5-9020-0F319E9325A9,050,PLN
A-S00208075,2020-12-17,SKU-00000092,Storefront,Storefront | CA-San Diego | Wedding Planners,C-01529246,F351ABEE-E8B2-48F5-9020-0F319E9325A9,050,PLN
A-S00208079,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Fran/Bay Area | Beauty,C-01529252,8FD270F5-1BEA-4A6C-B3C2-77460662AFC4,012,BEA
A-S00208079,2020-12-13,SKU-00000092,Storefront,Storefront | CA-San Fran/Bay Area | Beauty,C-01529251,8FD270F5-1BEA-4A6C-B3C2-77460662AFC4,012,BEA
A-S00208089,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | OK-Oklahoma | Reception Venues,C-01529272,85C752CF-763A-4715-8D88-1BE5263594FF,193,REC
A-S00208089,2020-12-14,SKU-00000092,Storefront,Storefront | OK-Oklahoma | Reception Venues,C-01529271,85C752CF-763A-4715-8D88-1BE5263594FF,193,REC
A-S00208107,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | MI-Detroit | DJs,C-01529297,367BFD1B-6486-4D26-9008-BCC22C0DDB92,044,DJS
A-S00208107,2020-12-17,SKU-00000092,Storefront,Storefront | MI-Detroit | DJs,C-01529296,367BFD1B-6486-4D26-9008-BCC22C0DDB92,044,DJS
A-S00208116,2020-12-18,SKU-00000034,Featured Vendor,Featured Vendor | NY-Long Island | Beauty,C-01529320,83FEF688-4907-4E5E-A0CC-034EB84DC2A2,182,BEA
A-S00208116,2020-12-18,SKU-00000092,Storefront,Storefront | NY-Long Island | Beauty,C-01529319,83FEF688-4907-4E5E-A0CC-034EB84DC2A2,182,BEA
A-S00208122,2020-12-18,SKU-00000092,Storefront,Storefront | NY-Manhattan | Officiants+Premarital Counseling,C-01560446,21D16F9A-7212-45C3-A331-F432FC1F8B8E,091,OPC
A-S00208124,2020-12-18,SKU-00000092,Storefront,Storefront | IL-Chicago Suburbs | Wedding Planners,C-01529328,CDB3124A-07F2-4EAA-B5CA-E01ECE720CA4,179,PLN
A-S00208137,2020-12-18,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Wedding Photographers,C-01529363,AD6F919C-2F0C-4AF8-9B4A-A23D8A8B9C43,021,WPH
A-S00208138,2020-12-11,SKU-00000092,Storefront,Storefront | FL-Central | Wedding Photographers,C-01529364,29D6685F-9734-43CA-B4D2-7BF84E3BA25E,053,WPH
A-S00208149,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | FL-Northern | Wedding Photographers,C-01529390,DC023CC2-6ABC-43BC-9BCC-6359A8852D26,109,WPH
A-S00208149,2020-12-05,SKU-00000092,Storefront,Storefront | FL-Northern | Wedding Photographers,C-01529389,DC023CC2-6ABC-43BC-9BCC-6359A8852D26,109,WPH
A-S00208153,2020-12-18,SKU-00000092,Storefront,Storefront | NC-North Carolina | Ensembles+Soloists,C-01529405,3E015E31-B03B-4B15-AB6A-52816CB4B3EE,107,ENS
A-S00208154,2020-12-18,SKU-00000034,Featured Vendor,Featured Vendor | GA-Georgia | Wedding Photographers,C-01529407,155DA2DB-536A-4491-9DC1-371990C2A249,019,WPH
A-S00208154,2020-12-18,SKU-00000092,Storefront,Storefront | GA-Georgia | Wedding Photographers,C-01529406,155DA2DB-536A-4491-9DC1-371990C2A249,019,WPH
A-S00208155,2020-12-18,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | NY-Long Island | Officiants+Premarital Counseling,C-01529409,FE381F0E-D3C6-4C13-AB3B-BD17B54B4B76,182,OPC
A-S00208155,2020-12-18,SKU-00000092,Storefront,Storefront | NY-Long Island | Officiants+Premarital Counseling,C-01529408,FE381F0E-D3C6-4C13-AB3B-BD17B54B4B76,182,OPC
A-S00208157,2020-12-18,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Wedding Photographers,C-01529411,3153B1E5-A5CA-447A-AC18-7A01F0491633,017,WPH
A-S00208160,2020-12-18,SKU-00000034,Featured Vendor,Featured Vendor | TX-Dallas | Travel Specialists,C-01533470,63D6A1E9-1719-4884-B23E-B39FE316283A,006,TRV
A-S00208160,2020-12-18,SKU-00000092,Storefront,Storefront | TX-Dallas | Travel Specialists,C-01533469,63D6A1E9-1719-4884-B23E-B39FE316283A,006,TRV
A-S00208169,2020-12-18,SKU-00000092,Storefront,Storefront | MI-Lansing/Tri-Cities | Officiants+Premarital Counseling,C-01529431,1634B389-B200-4B60-B0B2-94F14B8D61D1,187,OPC
A-S00208170,2020-12-18,SKU-00000092,Storefront,Storefront | MO-Kansas City | Wedding Planners,C-01529432,D3535956-5DC1-4EFF-9A49-A830AF5F6DB7,005,PLN
A-S00208182,2020-12-18,SKU-00000092,Storefront,Storefront | LA-All Other Areas | Photo Booths,C-01529465,3BFAC9A8-F6D2-4D53-93FA-25347CD49A5B,024,PHB
A-S00208191,2020-12-18,SKU-00000034,Featured Vendor,Featured Vendor | OH-Cleveland/NE Ohio | Videographers,C-01529492,1742B157-1A64-4CA5-BD6B-4F3EE29EBECB,052,VID
